id,scope,name,capacity,electric_flag,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report,real_name
681,tajo,guajaraz,18,0,39.7999260600001,-4.08754612399997,tajo,arroyo guajaraz,,https://www.openstreetmap.org/relation/3374623,https://www.wikidata.org/wiki/Q26904323,toledo,castilla   mancha,presa materiales sueltos pantalla asfaltica,607.6,46.3999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=871,Guajaraz
683,segura,cenajo,472,0,38.3655522450001,-1.77603645999994,segura,rio segura,,,,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),437.199999999999,102.2,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2012,Cenajo
685,jucar,tous,379,0,39.13201271,-0.651384200999928,jucar,rio jucar,,,,valencia,comunitat valenciana,presa materiales sueltos zonificada o nucleo,162.5,135.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2305,Tous
687,ebro,mediano,436,0,42.313617417,0.21073754300005,ebro,rio cinca,https://www.google.com/search?kgmid=/g/121bdb0g,https://www.openstreetmap.org/relation/7141904,https://www.wikidata.org/wiki/Q3215482,huesca,aragon,presa fabrica gravedad (hormigon vibrado),529.5,92.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2469,Mediano
688,ebro,lechago,18,0,-1.2869015597716418,40.9563543,jucar,riu amadorio,,,,teruel,aragon,,320.649999999999,,,Lechago
690,ebro,ribarroja,210,1,41.2436146920001,0.432598110000072,ebro,rio ebro,https://www.google.com/search?kgmid=/g/121qmn_d,,https://www.wikidata.org/wiki/Q2050030,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),76.0,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2769,Ribarroja
695,guadalquivir,guadalmellato,162,0,38.0420292630001,-4.67345434199996,guadalquivir,rio  guadalmellato,,,https://www.wikidata.org/wiki/Q5369443,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),215.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1460,Guadalmellato
704,cuenca mediterranea andaluza,casasola,23,0,36.80441203,-4.49571219199993,cuencas mediterraneas andaluzas,rio campanillas,https://www.google.com/search?kgmid=/g/120n2j5y,,https://www.wikidata.org/wiki/Q5830430,malaga,andalucia,presa fabrica arco gravedad,426.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1967,Casasola
714,tinto. odiel y piedras,odiel,8,0,-6.618268436628036,37.79217465,jucar,riu amadorio,,,,huelva,andalucia,,320.649999999999,,,Odiel-Perejil
715,mino   sil,bao,238,1,0.0938400473079545,41.33985475,jucar,riu amadorio,,,,orense,galicia,,320.649999999999,,,Bao
716,mino   sil,san  estevo,213,1,0.7640458,42.0798949,jucar,riu amadorio,,,,caceres,extremadura,,320.649999999999,,,San Esteban de Corullón
719,duero,compuerto,95,0,42.860854868,-4.82693537899996,duero,rio carrion,https://www.google.com/search?kgmid=/g/122z2cqz,,https://www.wikidata.org/wiki/Q8775311,palencia,castilla y leon,presa fabrica gravedad (hormigon vibrado),495.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=349,Compuerto
721,duero,requejada,66,0,42.9062072310001,-4.52945603999996,duero,rio pisuerga,https://www.google.com/search?kgmid=/g/122vx4f3,,https://www.wikidata.org/wiki/Q8775378,palencia,castilla y leon,presa fabrica gravedad (hormigon vibrado),840.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=342,Requejada
722,tajo,borbollon,88,0,40.1253008750001,-6.57693620899994,tajo,rio arrago,,,,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),315.05,35.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=625,Borbollón
724,tajo,cazalegas,11,0,40.01298709,-4.70624804799996,tajo,rio alberche,https://www.google.com/search?kgmid=/g/11dfr4j268,,https://www.wikidata.org/wiki/Q30278314,toledo,castilla   mancha,presa materiales sueltos pantalla hormigon,412.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=902,Cazalegas
725,tajo,castrejon,44,1,39.833565075,-4.29494820899993,tajo,rio tajo,,https://www.openstreetmap.org/relation/5824854,https://www.wikidata.org/wiki/Q19428713,toledo,castilla   mancha,presa materiales sueltos homogenea,607.6,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=888,Castrejón
727,tajo,cedillo,260,1,39.663782181,-7.53999733599994,tajo,rio tajo,,,https://www.wikidata.org/wiki/Q19429422,caceres,extremadura,presa fabrica arco gravedad,120.0,66.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=650,Cedillo
729,tajo,riosequillo,50,0,40.9846013600001,-3.64825393599995,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/12221s57,,https://www.wikidata.org/wiki/Q2834413,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),955.22,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=782,Riosequillo
730,tajo,portaje,23,0,-6.527613998592826,39.87656595,jucar,riu amadorio,,,,caceres,extremadura,,320.649999999999,,,Portaje
731,tajo,torcon,7,0,39.6252768730001,-4.38550029999993,tajo,arroyo torcon,,,,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),607.6,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=882,Torcón
733,jucar,algar,6,0,39.787914266,-0.37682482699995,jucar,riu palancia,,,,valencia,comunitat valenciana,presa mixta,217.0,49.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2307,Algar
734,jucar,amadorio,16,0,38.5337220420001,-0.264786822999952,jucar,riu amadorio,,,,alicante,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),320.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2183,Amadorio
735,jucar,bellus,69,0,38.939709044,-0.477464632999954,jucar,rio albaida,https://www.google.com/search?kgmid=/g/121rjw4w,,https://www.wikidata.org/wiki/Q5670515,valencia,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),159.0,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2324,Bellús
739,ebro,laverne,38,0,42.088537789,-1.09092152399995,ebro,vertiente por margen derecha barranco calcina,,,,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,403.0,17.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2843,Laverné
743,ebro,santa maria belsue,14,0,42.30237966,-0.347295588999941,ebro,rio flumen,,,,huesca,aragon,presa fabrica mamposteria,896.399999999999,52.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2504,Santa María de Belsue
744,galicia costa,vilagudin,18,0,43.0945645850001,-8.49268471099998,galicia costa,rio paradela,,,,la coruna,galicia,presa materiales sueltos pantalla hormigon,284.5,33.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3090,Vilagudín
