id,scope,name,capacity,electric_flag,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report,real_name
359,ebro,santolea,65,0,40.772565747,-0.31769404299996,ebro,rio guadalope,,,https://www.wikidata.org/wiki/Q23992526,teruel,aragon,presa fabrica gravedad (hormigon vibrado),584.35,50.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2802,Santolea
360,ebro,urdiceto,5,1,0.2801125322274227,42.665033,jucar,riu amadorio,,,,huesca,aragon,,320.649999999999,,,Pico de Urdiceto
362,galicia costa,forcadas  as,11,0,-9.03694983194946,42.5071156,jucar,riu amadorio,,,,la coruna,galicia,,320.649999999999,,,Peñas Forcadas
367,guadalquivir,bembezar,347,0,37.8247225110001,-5.23720810199995,guadalquivir,rio  bembezar,,,https://www.wikidata.org/wiki/Q5830414,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),97.5,37.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1459,Bembézar
371,guadalquivir,jose toran,113,0,37.747910849,-5.48482468099996,guadalquivir,arroyo guadalbacar,,,,sevilla,andalucia,presa fabrica boveda,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1682,José Torán
374,guadiana,alange,880,0,38.7874608500001,-6.26830306899996,guadiana,rio matachel,https://www.google.com/search?kgmid=/g/1226m0st,,https://www.wikidata.org/wiki/Q3379753,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=978,Alange
375,guadalete barbate,hurones,135,0,36.6613705560001,-5.56192533699993,guadalete y barbate,rio majaceite,,,https://www.wikidata.org/wiki/Q3374719,cadiz,andalucia,presa fabrica gravedad (hormigon vibrado),110.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1340,Los Hurones
376,guadiana,andevalo,634,0,37.6251957920001,-7.40050286999997,guadiana,rivera malagon,,,,huelva,andalucia,presa materiales sueltos zonificada o nucleo,10.34,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1272,El Andévalo
377,guadiana,garcia sola,554,0,39.144361067,-5.18441797299994,guadiana,rio guadiana,,,https://www.wikidata.org/wiki/Q8775340,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),503.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=989,García Sola
381,guadiana,valuengo,20,0,38.301870679,-6.67658085999994,guadiana,rio ardila,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=992,Valuengo
382,mino   sil,guistolas,5,1,-7.300108125306334,42.3445748,jucar,riu amadorio,,,,orense,galicia,,320.649999999999,,,Guístolas
383,mino   sil,san martino,10,1,-4.371493808469522,40.39429495,jucar,riu amadorio,,,,caceres,extremadura,,320.649999999999,,,San Martín
384,mino   sil,santa eulalia,10,1,42.3483453630001,-7.06397987999998,mino sil,rio xares,,,,orense,galicia,presa fabrica boveda,528.0,73.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=113,Santa Eulalia la Mayor
387,duero,villameca,20,0,42.648767698,-6.05942422599998,duero,rio tuerto,,,,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),1009.89999999999,6.6,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=287,Villameca
388,tajo,finisterre,133,0,39.649443492,-3.65015487999995,tajo,rio algodor,,,,toledo,castilla   mancha,presa materiales sueltos homogenea,689.879999999999,46.8999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=878,Finisterre
389,tajo,pinilla,38,0,40.944954572,-3.77411887299996,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/12333j1q,,https://www.wikidata.org/wiki/Q8775372,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),906.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=823,Pinilla
390,segura,santomera,26,0,38.0953790500001,-1.08850565499995,segura,rambla salada,https://www.google.com/search?kgmid=/g/1211r6xt,,https://www.wikidata.org/wiki/Q5476272,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),110.54,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2053,Santomera
391,ebro,ciurana,12,0,41.2495806650001,0.913874355000075,ebro,riu siurana,https://www.google.com/search?kgmid=/g/1hb_f69pj,https://www.openstreetmap.org/relation/5581963,https://www.wikidata.org/wiki/Q3376614,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),489.139999999999,62.74,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2772,Ciurana
392,ebro,guiamets,10,0,41.098764213,0.751588232000074,ebro,riera les olles,,,,tarragona,cataluna,presa fabrica gravedad (hormigon vibrado),178.0,50.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2768,els Guiamets
395,ebro,loteta (la),104,0,-1.3278744292878646,41.815656950000005,jucar,riu amadorio,,,,zaragoza,aragon,,320.649999999999,,,Loteta
396,ebro,pajares,36,0,42.0890324270001,-2.61013101999993,ebro,rio piqueras,https://www.google.com/search?kgmid=/g/122dlpn_,,https://www.wikidata.org/wiki/Q8775368,la rioja,rioja,presa materiales sueltos homogenea,1233.0,73.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2679,Pajares
397,ebro,pena,15,0,42.3833827130001,-0.735549655999932,ebro,rio gallego,,,,huesca,aragon,presa fabrica mamposteria,541.0,61.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2458,Pena
398,ebro,vadiello,16,0,42.2412072050001,-0.278563394999935,ebro,rio guatizalema,,,,huesca,aragon,presa fabrica gravedad (hormigon vibrado),748.5,76.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2486,Vadiello
400,cantabrico occidental,cohilla,12,1,-4.387988433425448,43.13312155,jucar,riu amadorio,,,,cantabria,cantabria,,320.649999999999,,,Cohilla
401,cantabrico occidental,salime,266,1,-6.874252823808328,43.15237145,jucar,riu amadorio,,,,asturias,principado asturias,,320.649999999999,,,Salime
402,guadalquivir,bermejales,103,0,36.996064807,-3.89363361899996,guadalquivir,rio  cacin,,,https://www.wikidata.org/wiki/Q579709,granada,andalucia,presa fabrica gravedad (hormigon vibrado),426.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1526,Bermejales
403,guadalquivir,brena ii,823,0,-6.709064822892362,39.6266591,jucar,riu amadorio,,,,cordoba,andalucia,,320.649999999999,,,Breña II
405,guadalquivir,portillo,33,0,37.8040083020001,-2.78730105799997,guadalquivir,rio  castril,,,https://www.wikidata.org/wiki/Q11966988,granada,andalucia,presa materiales sueltos zonificada o nucleo,956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1521,El Portillo
408,guadalquivir,giribaile,491,0,38.0911996560001,-3.51273384599995,guadalquivir,rio  guadalimar,,,,jaen,andalucia,presa materiales sueltos zonificada o nucleo,719.549999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1568,Giribaile
409,guadalquivir,jandula,325,0,38.2247732230001,-3.97405826899995,guadalquivir,rio  jandula o fresneda o jorge,https://www.google.com/search?kgmid=/g/11c1qcgpyc,,https://www.wikidata.org/wiki/Q23984862,jaen,andalucia,presa fabrica mamposteria,215.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1575,Jándula
413,guadalquivir,san clemente,120,0,37.8575319010001,-2.64936869299993,guadalquivir,rio  guardal,,,https://www.wikidata.org/wiki/Q3374037,granada,andalucia,presa materiales sueltos zonificada o nucleo,956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1508,San Clemente
418,guadiana,brovales,7,0,38.345277652,-6.69588046499996,guadiana,arroyo brovales,,,,badajoz,extremadura,presa fabrica contrafuertes,143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=974,Brovales
425,guadiana,zujar,723,0,38.917254642,-5.47935710499996,guadiana,rio zujar,https://www.google.com/search?kgmid=/g/1234zqnk,,https://www.wikidata.org/wiki/Q8775426,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),503.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=945,Zújar
426,mino   sil,barcena,341,0,42.577466988,-6.56029138499997,mino sil,rio sil,https://www.google.com/search?kgmid=/g/122914sy,,https://www.wikidata.org/wiki/Q5815472,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),625.0,109.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=44,Bárcena
428,mino   sil,pias (san agustin),10,1,-16.5829705,28.3888095,cuencas mediterraneas andaluzas,rio almanzora,,,,orense,galicia,,474.0,,,Pías (San Agustín)
429,duero,arlanzon,23,0,42.263942951,-3.33957144699997,duero,rio arlanzon,https://www.google.com/search?kgmid=/g/120lwg9c,,https://www.wikidata.org/wiki/Q11681445,burgos,castilla y leon,presa fabrica gravedad (hormigon vibrado),932.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=256,Arlanzón
430,duero,castro cogotas,59,0,40.7245279160001,-4.69718935299994,duero,rio adaja,,,,avila,castilla y leon,presa fabrica boveda,1088.09999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=223,Castro de Las Cogotas
433,tajo,atance,35,0,41.075332577,-2.78506228099997,tajo,rio salado,https://www.google.com/search?kgmid=/g/1217c8pr,,https://www.wikidata.org/wiki/Q6429110,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon compactado),803.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=753,Atance
434,tajo,molino chincha,6,1,-2.16449064732433,40.54202315,jucar,riu amadorio,,,,cuenca,castilla   mancha,,320.649999999999,,,Molino de la Chincha
435,tajo,picadas,15,0,40.3333175330001,-4.24917123099993,tajo,rio alberche,https://www.google.com/search?kgmid=/g/121vl666,,https://www.wikidata.org/wiki/Q5830546,madrid,comunidad madrid,presa fabrica gravedad (hormigon vibrado),519.5,58.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=840,Picadas
436,tajo,portina,5,0,39.996548874,-4.84137628499997,tajo,arroyo portina,,,https://www.wikidata.org/wiki/Q52673428,toledo,castilla   mancha,presa fabrica gravedad (hormigon vibrado),412.5,23.3,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=861,La Portiña
437,segura,taibilla,10,0,38.192427536,-2.26193352199994,segura,rio taibilla,,,,albacete,castilla   mancha,presa materiales sueltos zonificada o nucleo,956.299999999999,39.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2006,Canal del Taibilla
439,ebro,lanuza,17,0,42.750213783,-0.314386454999976,ebro,rio gallego,https://www.google.com/search?kgmid=/g/1229dgd0,,https://www.wikidata.org/wiki/Q3377773,huesca,aragon,presa fabrica boveda,1286.59999999999,79.5999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2509,Lanuza
440,ebro,llauset,17,1,42.5809309520001,0.694450386000028,ebro,rio llauset,,,,huesca,aragon,presa fabrica boveda,2192.0,89.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2474,Llauset
441,ebro,nagore,5,0,-1.37192742451544,42.85695395,jucar,riu amadorio,,,,navarra,comunidad foral navarra,,320.649999999999,,,Nagore
443,ebro,mequinenza,1534,1,0.0938400473079545,41.33985475,jucar,riu amadorio,,,,zaragoza,aragon,,320.649999999999,,,Mequinenza
444,cantabrico occidental,alsa   mediajo,33,1,0.1830143312450101,42.36158815,jucar,riu amadorio,,,,cantabria,cantabria,,320.649999999999,,,Alsa Mediajo
445,cantabrico oriental,anarbe,44,0,43.21230153,-1.87524544699994,cantabrico oriental,anarbe ibaia o enobietaku erreka,,,,guipuzcoa,pais vasco,presa fabrica arco gravedad,163.5,79.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=78,Añarbe
447,ebro,yesa,470,0,42.615335069,-1.18301587299993,ebro,rio aragon,https://www.google.com/search?kgmid=/g/122blxj7,,https://www.wikidata.org/wiki/Q1345950,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),490.0,76.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2719,Yesa
448,ebro,sistema valle aran,23,1,-2.6473864155182527,43.00069655,jucar,riu amadorio,,,,huesca,aragon,,320.649999999999,,,Valle de Arán
449,cuencas internas pais vasco,urkulu,10,0,43.0225055220001,-2.47053633499996,cantabrico oriental,txaeta erreka,,,https://www.wikidata.org/wiki/Q12268686,guipuzcoa,pais vasco,presa materiales sueltos pantalla hormigon,336.0,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3120,Urkulu
451,cantabrico oriental,ibiur,8,0,-1.112043285576722,42.60612545,jucar,riu amadorio,,,,guipuzcoa,pais vasco,,320.649999999999,,,Ibiur
452,mino   sil,montefurado,11,1,42.390996026,-7.21834378999995,mino sil,rio bibei,,,,lugo,galicia,presa fabrica gravedad (hormigon vibrado),292.0,42.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=70,Montefurado
453,duero,agueda,24,0,40.529781939,-6.48161367799997,duero,rio agueda,,,,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),662.12,37.6,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=381,Águeda
455,duero,cernadilla,255,1,42.0191548230001,-6.45932291799994,duero,rio tera,https://www.google.com/search?kgmid=/g/121bk69m,,https://www.wikidata.org/wiki/Q8775305,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),397.42,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=470,Cernadilla
458,tajo,azutan,113,1,39.7779346240001,-5.08911715899995,tajo,rio tajo,,,https://www.wikidata.org/wiki/Q81418400,toledo,castilla   mancha,presa fabrica contrafuertes,412.5,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=885,Azután
461,ebro,albina,6,0,-2.6278046955506715,43.0022576,jucar,riu amadorio,,,,alava,pais vasco,,320.649999999999,,,Albina
462,ebro,bubal,64,0,42.68098159,-0.315761256999963,ebro,rio gallego,https://www.google.com/search?kgmid=/g/11bc5qdzzb,,https://www.wikidata.org/wiki/Q3377802,huesca,aragon,presa fabrica arco gravedad,1088.0,90.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2433,Búbal
465,galicia costa,eume,123,1,43.4071984460001,-8.01105708299997,galicia costa,rio eume,,,,la coruna,galicia,presa fabrica boveda,321.0,103.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3084,Eume
467,cuencas internas cataluna,sant ponc,25,0,41.9629241380001,1.60560158600003,cuencas internas cataluna,riu cardener,,,,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),531.5,59.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2911,Sant Ponç
468,ebro,terradets,33,1,0.8892929992671873,42.07047735,jucar,riu amadorio,,,,lleida,cataluna,,320.649999999999,,,Terradets
471,guadalquivir,francisco abellan,58,0,37.3127246610001,-3.25361574599998,guadalquivir,rio  fardes,,,https://www.wikidata.org/wiki/Q5369442,granada,andalucia,presa materiales sueltos zonificada o nucleo,369.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1525,Francisco Abellán
474,guadalquivir,melonares,186,0,-5.894021624024834,37.77493995,jucar,riu amadorio,,,,sevilla,andalucia,,320.649999999999,,,los Melonares
475,guadalquivir,rumblar,140,0,38.1606132000001,-3.80533125699998,guadalquivir,rio  rumblar,https://www.google.com/search?kgmid=/g/11c5wlgnfs,https://www.openstreetmap.org/relation/1926892,https://www.wikidata.org/wiki/Q23979919,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),719.549999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1558,Rumblar
476,guadalquivir,san rafael navallana,157,0,-4.66248134051421,37.99142555,jucar,riu amadorio,,,,cordoba,andalucia,,320.649999999999,,,San Rafael de Navallana
478,cuenca mediterranea andaluza,conde guadalhorce,83,0,36.9333016160001,-4.80374890499996,cuencas mediterraneas andaluzas,rio turon,,,,malaga,andalucia,presa fabrica mamposteria,250.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1988,Conde de Guadalhorce
487,mino   sil,conchas,80,1,41.944252453,-8.03492920899993,mino sil,rio limia,,,,orense,galicia,presa fabrica gravedad (hormigon vibrado),551.0,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=100,las Conchas
488,mino   sil,sequeiros,11,1,42.450804406,-7.25122124099994,mino sil,rio sil,,,,lugo,galicia,presa fabrica gravedad (hormigon vibrado),257.1,22.1999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=66,Sequeiros
489,duero,barrios luna,308,0,42.8497176120001,-5.86372470099997,duero,rio luna,https://www.google.com/search?kgmid=/g/122rd45b,,https://www.wikidata.org/wiki/Q3373938,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),1009.89999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=312,Los Barrios de Luna
490,duero,rabanos,8,1,-3.2702341,42.319986,jucar,riu amadorio,,,,soria,castilla y leon,,320.649999999999,,,los Rábanos
492,tajo,palmaces,31,0,41.050474754,-2.93994336499998,tajo,rio canamares,https://www.google.com/search?kgmid=/g/121lswsr,,https://www.wikidata.org/wiki/Q5658823,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),955.22,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=763,Pálmaces
493,tajo,rosarito,93,0,40.110346936,-5.32378188799993,tajo,rio tietar,https://www.google.com/search?kgmid=/g/1hl3g_mwq,,https://www.wikidata.org/wiki/Q10929672,avila,castilla y leon,presa fabrica gravedad (hormigon vibrado),308.8,37.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=867,Rosarito
495,tajo,valdecanas,1446,1,39.7781074380001,-5.61185123699994,tajo,rio tajo,https://www.google.com/search?kgmid=/g/123196vv,https://www.openstreetmap.org/relation/65527,https://www.wikidata.org/wiki/Q3379578,caceres,extremadura,presa fabrica boveda,308.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=541,Valdecañas
497,segura,camarillas,37,0,38.3399580770001,-1.64879497099997,segura,rio mundo,,,https://www.wikidata.org/wiki/Q30908875,albacete,castilla   mancha,presa fabrica gravedad (hormigon vibrado),357.36,43.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2005,Camarillas
498,segura,cierva,7,0,38.0602631900001,-1.48765333199998,segura,rio mula,,,https://www.wikidata.org/wiki/Q107738426,murcia,region murcia,presa fabrica mamposteria,414.6,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2057,La Cierva
499,segura,argos,11,0,38.1723978200001,-1.73353032399996,segura,rio argos,https://www.google.com/search?kgmid=/g/1220l8n2,,https://www.wikidata.org/wiki/Q5830602,murcia,region murcia,presa materiales sueltos zonificada o nucleo,414.6,36.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2046,Argos
503,ebro,san bartolome,6,0,-1.152688379814923,42.2179225,jucar,riu amadorio,,,,zaragoza,aragon,,320.649999999999,,,San Bartolomé
506,ebro,sistema alto caldares,18,1,-0.227609,42.427684,jucar,riu amadorio,,,,huesca,aragon,,320.649999999999,,,Sistema Alto Caldares
508,ebro,sobron,20,1,42.767126621,-3.10021329299997,ebro,rio ebro,,,,alava,pais vasco,presa fabrica gravedad (hormigon vibrado),512.799999999999,39.2999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2400,Sobrón
509,cantabrico occidental,alfilorios,9,0,-5.921396253864083,43.28908955,jucar,riu amadorio,,,,asturias,principado asturias,,320.649999999999,,,Los Alfilorios
512,guadalquivir,martin gonzalo,20,0,-4.326010917995754,38.105026800000005,jucar,riu amadorio,,,,cordoba,andalucia,,320.649999999999,,,Martin Gonzalo
513,guadalquivir,pintado,215,0,37.9842195160001,-5.95427318399993,guadalquivir,rio  viar,,,,sevilla,andalucia,presa fabrica gravedad (hormigon vibrado),143.8,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1749,El Pintado
514,guadalquivir,quiebrajano,33,0,37.6330053230001,-3.72850877899998,guadalquivir,rio  quiebrajano,,,,jaen,andalucia,presa fabrica boveda,369.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1565,Quiebrajano
518,guadalquivir,tranco beas,506,0,38.1742016740001,-2.79602526599996,guadalquivir,rio  guadalquivir,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),956.299999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1541,Tranco de Beas
522,guadiana,vega jabalon,34,0,38.7610742730001,-3.78659975599993,guadiana,rio jabalon,,,,ciudad real,castilla   mancha,presa materiales sueltos zonificada o nucleo,719.549999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1134,Vega del Jabalón
523,tinto. odiel y piedras,corumbel bajo,19,0,37.449084574,-6.57274195299993,tinto  odiel y piedras,rio corumbel,,,,huelva,andalucia,presa materiales sueltos pantalla hormigon,10.34,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1285,Corumbel bajo
524,tinto. odiel y piedras,machos,12,0,37.314011421,-7.20394871099995,tinto  odiel y piedras,rio piedras,,,,huelva,andalucia,presa materiales sueltos pantalla hormigon,10.34,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1264,los Machos
525,tinto. odiel y piedras,olivargas,29,0,-1.112043285576722,42.60612545,jucar,riu amadorio,,,,huelva,andalucia,,320.649999999999,,,Olivargas
528,duero,casares arbas,37,0,42.92752926,-5.75913376799997,duero,rio casares,,,,leon,castilla y leon,presa fabrica arco gravedad,1149.75999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=293,Casares de Arbás
529,duero,serones,6,0,40.6897420190001,-4.47398559699997,duero,rio voltoya,,,,avila,castilla y leon,presa fabrica gravedad (hormigon vibrado),1088.09999999999,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=210,Serones
530,tajo,acena,24,0,40.6125237900001,-4.22148248499997,tajo,rio acena,https://www.google.com/search?kgmid=/g/121_zmv_,https://www.openstreetmap.org/relation/1407214,https://www.wikidata.org/wiki/Q11681441,avila,castilla y leon,presa fabrica arco gravedad,1088.0,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=500,Aceña
