code,name,reservoir,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report
2370024,iruena,iruena reservoir,40.4443173830001,-6.57938884699996,duero,rio agueda,https://www.google.com/search?kgmid=/g/123608pg,,https://www.wikidata.org/wiki/Q8775343,salamanca,castilla y leon,presa fabrica arco gravedad,777.5,75.45,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=384
5410039,jose toran,jose toran,37.747910849,-5.48482468099996,guadalquivir,arroyo guadalbacar,,,,sevilla,andalucia,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1682
6180003,rules,rules reservoir,36.860509918,-3.49543042599993,cuencas mediterraneas andaluzas,rio guadalfeo o rio cadiar,https://www.google.com/search?kgmid=/g/121vx8sj,,https://www.wikidata.org/wiki/Q5369455,granada,andalucia,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1952
2370034,aldeadavila,aldeadavila reservoir,41.211678448,-6.68578589399993,duero,rio duero,,,https://www.wikidata.org/wiki/Q43551868,salamanca,castilla y leon,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=394
8460019,cortes ii,cortes muela reservoir,39.261640399,-0.918337680999969,jucar,rio jucar,https://www.google.com/search?kgmid=/g/122vx4f2,,https://www.wikidata.org/wiki/Q11681442,valència valencia,comunitat valenciana,presa fabrica arco gravedad,332.0,116.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2313
1330031,doiras,doiras,43.385947786,-6.82525303699992,cantabrico occidental,rio navia,,,,asturias,principado asturias,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=161
5180005,san clemente,embalse san clemente,37.8575319010001,-2.64936869299993,guadalquivir,rio  guardal,,,https://www.wikidata.org/wiki/Q3374037,granada,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1508
1320038,prada,prada,42.310674749,-7.04066238099995,mino sil,rio xares,,,,ourense,galicia,presa fabrica contrafuertes,847.0,85.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=123
14150005,eume,eume,43.4071984460001,-8.01105708299997,galicia costa,rio eume,,,,a coruna,galicia,presa fabrica boveda,321.0,103.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3084
3280007,valmayor,valmayor reservoir,40.535345943,-4.04728874499995,tajo,arroyo batan o rio aulencia,https://www.google.com/search?kgmid=/g/120kt8jd,,https://www.wikidata.org/wiki/Q8775397,madrid,comunidad madrid,presa materiales sueltos pantalla asfaltica,834.0,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=786
6290030,guadalhorce,guadalhorce guadalteba reservoirs,36.9414313670001,-4.79782087299998,cuencas mediterraneas andaluzas,rio guadalhorce,https://www.google.com/search?kgmid=/g/12215pz1,,https://www.wikidata.org/wiki/Q5830621,malaga,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1983
5230022,rumblar,rumblar reservoir,38.1606132000001,-3.80533125699998,guadalquivir,rio  rumblar,https://www.google.com/search?kgmid=/g/11c5wlgnfs,https://www.openstreetmap.org/relation/1926892,https://www.wikidata.org/wiki/Q23979919,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1558
5210003,aracena,aracena,37.9078896870001,-6.45184509099994,guadalquivir,rivera huelva,,,,huelva,andalucia,presa fabrica contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1531
4060036,villar rey,villar rey,39.1519574230001,-6.86669007999996,guadiana,rio zapaton,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=963
1240011,barcena,barcena reservoir,42.577466988,-6.56029138499997,mino sil,rio sil,https://www.google.com/search?kgmid=/g/122914sy,,https://www.wikidata.org/wiki/Q5815472,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),625.0,109.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=44
1240024,barcena,barcena reservoir,42.612901241,-6.55604299999993,mino sil,arroyo reguera naraya,https://www.google.com/search?kgmid=/g/122914sy,,https://www.wikidata.org/wiki/Q5815472,leon,castilla y leon,presa materiales sueltos zonificada o nucleo,628.0,26.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=57
4210044,chanza,chanca dam,37.5584664020001,-7.52075869499993,guadiana,rivera chanza,https://www.google.com/search?kgmid=/g/121jcccq,,https://www.wikidata.org/wiki/Q8775414,huelva,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1249
5140040,bembezar,bembezar reservoir,37.9017878980001,-5.21051732899997,guadalquivir,rio  bembezar,,,https://www.wikidata.org/wiki/Q5830414,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1462
5230047,guadalmena,embalse guadalmena,38.3634923170001,-2.91397881899996,guadalquivir,rio  guadalmena,https://www.google.com/search?kgmid=/g/11gbf4ybkn,https://www.openstreetmap.org/relation/6027280,https://www.wikidata.org/wiki/Q39163065,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1582
8460010,tous,tous,39.13201271,-0.651384200999928,jucar,rio jucar,,,,valència valencia,comunitat valenciana,presa materiales sueltos zonificada o nucleo,162.5,135.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2305
9220078,grado i,grado i,42.1511967980001,0.234452975000067,ebro,rio cinca,,,,huesca,aragon,presa fabrica gravedad (hormigon vibrado),453.0,130.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2493
9250019,rialb,rialb,41.939892881,1.19279358700004,ebro,riu segre,,,,lleida,cataluna,presa fabrica gravedad (hormigon compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2569
9310029,itoiz,itoizko urtegia,42.802482335,-1.36089896199996,ebro,rio irati,https://www.google.com/search?kgmid=/g/121qg1xt,https://www.openstreetmap.org/relation/34330854,https://www.wikidata.org/wiki/Q3380147,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),592.0,122.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2741
9310028,itoiz,itoizko urtegia,42.800740997,-1.36949290399997,ebro,rio irati,https://www.google.com/search?kgmid=/g/121qg1xt,https://www.openstreetmap.org/relation/34330854,https://www.wikidata.org/wiki/Q3380147,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),592.0,28.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2740
3280048,atazar,atazar reservoir,40.9119621410001,-3.47348717199998,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/11bc6nxddz,,https://www.wikidata.org/wiki/Q513846,madrid,comunidad madrid,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=825
9220054,mediano,mediano reservoir,42.313617417,0.21073754300005,ebro,rio cinca,https://www.google.com/search?kgmid=/g/121bdb0g,https://www.openstreetmap.org/relation/7141904,https://www.wikidata.org/wiki/Q3215482,huesca,aragon,presa fabrica gravedad (hormigon vibrado),529.5,92.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2469
7020010,cenajo,cenajo,38.3655522450001,-1.77603645999994,segura,rio segura,,,,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),437.199999999999,102.2,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2012
9310007,yesa,yesa reservoir,42.615335069,-1.18301587299993,ebro,rio aragon,https://www.google.com/search?kgmid=/g/122blxj7,,https://www.wikidata.org/wiki/Q1345950,navarra,comunidad foral navarra,presa fabrica gravedad (hormigon vibrado),490.0,76.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2719
5230032,giribaile,giribaile,38.0911996560001,-3.51273384599995,guadalquivir,rio  guadalimar,,,,jaen,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1568
2370010,santa teresa,santa teresa reservoir,40.666865961,-5.60128066699997,duero,rio tormes,https://www.google.com/search?kgmid=/g/120z6y1r,https://www.openstreetmap.org/relation/4473782,https://www.wikidata.org/wiki/Q5830568,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),887.2,60.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=370
2370018,santa teresa,santa teresa reservoir,40.66633103,-5.60981228099996,duero,arroyo nava,https://www.google.com/search?kgmid=/g/120z6y1r,https://www.openstreetmap.org/relation/4473782,https://www.wikidata.org/wiki/Q5830568,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),886.899999999999,15.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=378
5230005,tranco beas,tranco beas,38.1742016740001,-2.79602526599996,guadalquivir,rio  guadalquivir,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1541
1320044,portas,portas,42.1144376730001,-7.20922708099994,mino sil,rio camba,,,,ourense,galicia,presa fabrica boveda,886.0,141.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=129
9390001,ebro,ebro reservoir,42.969946861,-4.05169448199996,ebro,rio ebro,https://www.google.com/search?kgmid=/g/1213trv6,https://www.openstreetmap.org/relation/1843373,https://www.wikidata.org/wiki/Q8775418,cantabria,cantabria,presa fabrica mamposteria,840.0,34.14,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2756
4060063,garcia sola,garcia sola reservoir,39.144361067,-5.18441797299994,guadiana,rio guadiana,,,https://www.wikidata.org/wiki/Q8775340,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=989
5180007,negratin,embalse negratin,37.561163702,-2.95478834199997,guadalquivir,rio  guadiana menor,,,https://www.wikidata.org/wiki/Q3752128,granada,andalucia,presa mixta,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1510
4210068,andevalo,andevalo,37.6251957920001,-7.40050286999997,guadiana,rivera malagon,,,,huelva,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1272
2240004,riano,riano reservoir,42.933746397,-5.08475288599993,duero,rio esla,https://www.google.com/search?kgmid=/g/121g0xnw,https://www.openstreetmap.org/relation/254780,https://www.wikidata.org/wiki/Q8775382,leon,castilla y leon,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=288
1270005,belesar,belesar reservoir,42.6287771620001,-7.71239387399993,mino sil,rio mino,https://www.google.com/search?kgmid=/g/1214fx9h,,https://www.wikidata.org/wiki/Q3375700,lugo,galicia,presa fabrica boveda,332.0,132.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=65
10170012,susqueda,susqueda reservoir,41.979226356,2.52687350900004,cuencas internas cataluna,riu ter,,,https://www.wikidata.org/wiki/Q7131953,girona,cataluna,presa fabrica boveda,357.0,135.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2908
9220076,santa ana,santa ana,41.8825060980001,0.580849584000021,ebro,rio noguera ribagorcana,,,,huesca,aragon,presa fabrica arco gravedad,380.3,99.5999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2491
5230036,fernandina,fernandina,38.179645624,-3.57022439999997,guadalquivir,rio  guarrizas,,,,jaen,andalucia,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1572
7030011,pedrera,pedrera,38.0319004410001,-0.866921024999954,segura,arroyo grande,,,,alacant alicante,comunitat valenciana,presa materiales sueltos homogenea,110.54,30.0399999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2024
7030009,pedrera,pedrera,38.032750505,-0.875543668999967,segura,sin nombre,,,,alacant alicante,comunitat valenciana,presa materiales sueltos homogenea,110.54,65.54,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2022
7030010,pedrera,pedrera,38.0328178170001,-0.87030092599997,segura,arroyo grande,,,,alacant alicante,comunitat valenciana,presa materiales sueltos homogenea,110.54,35.0399999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2023
7030012,pedrera,pedrera,38.020914438,-0.886308535999945,segura,rambla alcorisa,,,,alacant alicante,comunitat valenciana,presa materiales sueltos homogenea,110.54,25.0399999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2025
2340004,aguilar campoo,aguilar campoo,42.7950910920001,-4.28734412199998,duero,rio pisuerga,,,,palencia,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=341
2340003,aguilar campoo,aguilar campoo,42.786753651,-4.29520395699996,duero,,,,,palencia,castilla y leon,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=340
2340001,aguilar campoo,aguilar campoo,42.7890792490001,-4.29181674999995,duero,,,,,palencia,castilla y leon,presa materiales sueltos homogenea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=338
2420001,cuerda pozo,cuerda pozo reservoir,41.875818591,-2.70401966899993,duero,rio duero,https://www.google.com/search?kgmid=/g/1226m0sv,https://www.openstreetmap.org/relation/2007522,https://www.wikidata.org/wiki/Q8775316,soria,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=438
2490003,cernadilla,cernadilla reservoir,42.0191548230001,-6.45932291799994,duero,rio tera,https://www.google.com/search?kgmid=/g/121bk69m,,https://www.wikidata.org/wiki/Q8775305,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=470
3100117,cedillo,cedillo reservoir,39.663782181,-7.53999733599994,tajo,rio tajo,,,https://www.wikidata.org/wiki/Q19429422,caceres,extremadura,presa fabrica arco gravedad,120.0,66.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=650
5140004,puente nuevo,embalse puente nuevo,38.08606718,-4.92546965099996,guadalquivir,rio  guadiato,,,https://www.wikidata.org/wiki/Q92358754,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),447.0,56.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1426
14150017,portodemouros,portodemouros reservoir,42.856207614,-8.19033879699998,galicia costa,rio ulla,https://www.google.com/search?kgmid=/g/122wt42q,https://www.openstreetmap.org/relation/1636984,https://www.wikidata.org/wiki/Q49691,pontevedra,galicia,presa materiales sueltos zonificada o nucleo,257.0,91.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3096
4060017,zujar,zujar reservoir,38.917254642,-5.47935710499996,guadiana,rio zujar,https://www.google.com/search?kgmid=/g/1234zqnk,,https://www.wikidata.org/wiki/Q8775426,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=945
4060070,zujar,zujar reservoir,38.9195069310001,-5.48063497099997,guadiana,rio zujar,https://www.google.com/search?kgmid=/g/1234zqnk,,https://www.wikidata.org/wiki/Q8775426,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=995
2240029,barrios luna,reservoir of barrios luna,42.8497176120001,-5.86372470099997,duero,rio luna,https://www.google.com/search?kgmid=/g/122rd45b,,https://www.wikidata.org/wiki/Q3373938,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=312
2240007,juan benet,reservoir of porma,42.9289238740001,-5.29306586099995,duero,rio porma,https://www.google.com/search?kgmid=/g/12233bph,https://www.openstreetmap.org/relation/2698318,https://www.wikidata.org/wiki/Q8775421,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=291
5230040,jandula,jandula reservoir,38.2247732230001,-3.97405826899995,guadalquivir,rio  jandula o fresneda o jorge,https://www.google.com/search?kgmid=/g/11c1qcgpyc,,https://www.wikidata.org/wiki/Q23984862,jaen,andalucia,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1575
3100007,valdecanas,valdecanas reservoir,39.7781074380001,-5.61185123699994,tajo,rio tajo,https://www.google.com/search?kgmid=/g/123196vv,https://www.openstreetmap.org/relation/65527,https://www.wikidata.org/wiki/Q3379578,caceres,extremadura,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=541
4100015,cijara,cijara reservoir,39.373622884,-5.01612487499995,guadiana,rio guadiana,,,https://www.wikidata.org/wiki/Q23986950,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1065
9500019,caspe,caspe reservoir,41.2470170710001,-0.057856813999933,ebro,antiguo cauce rio guadalope,https://www.google.com/search?kgmid=/g/11ycydz0t,,https://www.wikidata.org/wiki/Q61861349,zaragoza,aragon,presa fabrica gravedad (hormigon vibrado),124.5,37.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2832
3190007,buendia,buendia reservoir,40.3992227420001,-2.78382182099995,tajo,rio guadiela,https://www.google.com/search?kgmid=/g/1214fx9j,https://www.openstreetmap.org/relation/8383993,https://www.wikidata.org/wiki/Q8775297,cuenca,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=743
2370031,almendra,almendra reservoir,41.2714941880001,-6.32020866599993,duero,rio tormes,,https://www.openstreetmap.org/relation/1613295,https://www.wikidata.org/wiki/Q43561654,zamora,castilla y leon,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=391
4060094,serena,serena reservoir,38.9127291240001,-5.41330542299994,guadiana,rio zujar,https://www.google.com/search?kgmid=/g/122dlpnz,,https://www.wikidata.org/wiki/Q3373806,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1019
9220021,canelles,canelles reservoir,41.9785559910001,0.612325865000059,ebro,rio noguera ribagorcana,,,https://www.wikidata.org/wiki/Q1033116,huesca,aragon,presa fabrica boveda,508.0,151.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2438
5410227,bautista,bautista,37.6571849600001,-5.63911754499998,guadalquivir,arroyo tamujo   sevilla,,,,sevilla,andalucia,presa materiales sueltos homogenea,143.8,20.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1865
5110051,guadalcacin ii,guadalcacin ii,36.6680511050001,-5.78680409799995,guadalete y barbate,rio majaceite,,,,cadiz,andalucia,presa materiales sueltos zonificada o nucleo,110.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1375
3190016,entrepenas,entrepenas reservoir,40.4930851390001,-2.75082189599993,tajo,rio tajo,https://www.google.com/search?kgmid=/g/120jr2sg,https://www.openstreetmap.org/relation/1326855,https://www.wikidata.org/wiki/Q8775330,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=752
4060095,orellana,embalse orellana,38.986024098,-5.53804342499996,guadiana,rio guadiana,https://www.google.com/search?kgmid=/g/121k355r,,https://www.wikidata.org/wiki/Q11681443,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1020
4060051,alange,alange reservoir,38.7874608500001,-6.26830306899996,guadiana,rio matachel,https://www.google.com/search?kgmid=/g/1226m0st,,https://www.wikidata.org/wiki/Q3379753,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=978
8460021,contreras,contreras,39.5435634520001,-1.50316294099997,jucar,rio cabriel,,,,valència valencia,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2314
8460022,contreras,contreras,39.5432230330001,-1.51032713299998,jucar,rio cabriel,,,,cuenca,castilla   mancha,presa fabrica gravedad (hormigon vibrado),679.0,43.3999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2315
3100073,gabriel y galan,gabriel y galan reservoir,40.2212708710001,-6.13324221599993,tajo,rio alagon,https://www.google.com/search?kgmid=/g/1225qnqj,https://www.openstreetmap.org/relation/3828300,https://www.wikidata.org/wiki/Q3379742,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=607
5140028,iznajar,iznajar reservoir,37.276152972,-4.38687256899993,guadalquivir,rio  genil,,,https://www.wikidata.org/wiki/Q5369447,cordoba,andalucia,presa fabrica gravedad (hormigon vibrado),426.0,121.599999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1450
8160006,alarcon,alarcon reservoir,39.5643548690001,-2.11225016699996,jucar,rio jucar,https://www.google.com/search?kgmid=/g/120z_bn_,,https://www.wikidata.org/wiki/Q3206248,cuenca,castilla   mancha,presa fabrica gravedad (hormigon vibrado),814.0,67.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2281
