code,name,reservoir,longitude,latitude,basin,riverbed,google,openstreetmap,wikidata,province,autonomous_community,type,crest_elevation,dam_height,report
5410154,lebrija,lebrija,36.960900983,-6.04259056299998,guadalquivir,,,,,sevilla,andalucia,presa materiales sueltos homogenea,10.34,13.1199999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1795
9310008,ferial,ferial,42.2903109210001,-1.58668498599997,ebro,val fuente ferial,,,,navarra,comunidad foral navarra,presa materiales sueltos zonificada o nucleo,394.0,13.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2720
9310017,ferial,ferial,42.286924904,-1.58597230399994,ebro,val fuente ferial,,,,navarra,comunidad foral navarra,presa materiales sueltos zonificada o nucleo,394.0,34.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2729
7020004,taibilla,taibilla,38.192427536,-2.26193352199994,segura,rio taibilla,,,,albacete,castilla   mancha,presa materiales sueltos zonificada o nucleo,956.299999999999,39.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2006
9420004,monteagudo vicarias,monteagudo vicarias,41.380343456,-2.17816542799994,ebro,vertiente por margen derecha rio najima,,,,soria,castilla y leon,presa materiales sueltos homogenea,822.389999999999,15.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2761
9420002,monteagudo vicarias,monteagudo vicarias,41.386306441,-2.18959618999997,ebro,vertiente por margen derecha rio najima,,,,soria,castilla y leon,presa materiales sueltos homogenea,803.0,7.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2759
7300010,argos,embalse argos,38.1723978200001,-1.73353032399996,segura,rio argos,https://www.google.com/search?kgmid=/g/1220l8n2,,https://www.wikidata.org/wiki/Q5830602,murcia,region murcia,presa materiales sueltos zonificada o nucleo,414.6,36.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2046
1390012,mediajo,mediajo,43.089135608,-4.02396184799994,cantabrico occidental,,,,,cantabria,cantabria,presa materiales sueltos pantalla asfaltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=182
15200005,urkulu,urkulu reservoir,43.0225055220001,-2.47053633499996,cantabrico oriental,txaeta erreka,,,https://www.wikidata.org/wiki/Q12268686,gipuzkoa guipuzcoa,pais vasco,presa materiales sueltos pantalla hormigon,336.0,54.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3120
1320028,santa eulalia,santa eulalia,42.3483453630001,-7.06397987999998,mino sil,rio xares,,,,ourense,galicia,presa fabrica boveda,528.0,73.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=113
2340015,cervera,cervera,42.8660505030001,-4.52768060999995,duero,rio rivera o ventanilla,,,,palencia,castilla y leon,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=352
1270010,montefurado,montefurado,42.390996026,-7.21834378999995,mino sil,rio bibei,,,,lugo,galicia,presa fabrica gravedad (hormigon vibrado),292.0,42.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=70
4060102,montijo,montijo,38.9236610560001,-6.42868094199997,guadiana,rio guadiana,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1027
4060045,aguijon,aguijon,38.473447859,-6.92088528799997,guadiana,rio alcarrache,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=972
1270006,sequeiros,sequeiros,42.450804406,-7.25122124099994,mino sil,rio sil,,,,lugo,galicia,presa fabrica gravedad (hormigon vibrado),257.1,22.1999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=66
7030005,crevillente,crevillente,38.2573070890001,-0.791022540999961,segura,barranco bosch,,,,alacant alicante,comunitat valenciana,presa materiales sueltos zonificada o nucleo,147.5,58.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2018
2090007,arlanzon,arlanzon dam,42.263942951,-3.33957144699997,duero,rio arlanzon,https://www.google.com/search?kgmid=/g/120lwg9c,,https://www.wikidata.org/wiki/Q11681445,burgos,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=256
2370021,agueda,agueda,40.529781939,-6.48161367799997,duero,rio agueda,,,,salamanca,castilla y leon,presa fabrica gravedad (hormigon vibrado),662.12,37.6,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=381
3280040,villar,villar reservoir,40.9474491760001,-3.56294228099995,tajo,rio lozoya,https://www.google.com/search?kgmid=/g/121_4d1r,,https://www.wikidata.org/wiki/Q5830463,madrid,comunidad madrid,presa fabrica mamposteria,906.0,50.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=817
2490004,puente porto,puente porto,42.1158687330001,-6.83043827699993,duero,arroyo bajo castillon,,,,zamora,castilla y leon,presa fabrica contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=471
1390003,alsa torina,alsa torina,43.0720798520001,-4.01289343399998,cantabrico occidental,arroyo mojon,,,,cantabria,cantabria,presa materiales sueltos pantalla asfaltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=173
1390004,alsa torina,alsa torina,43.0947327860001,-3.99995942799995,cantabrico occidental,rio torina o torino,,,,cantabria,cantabria,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=174
7020001,bayco  rambla,bayco  rambla,38.6400374940001,-1.50110869599996,segura,rambla ortigosa,,,,albacete,castilla   mancha,presa materiales sueltos zonificada o nucleo,697.0,43.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2003
6290014,casasola,casasola reservoir,36.80441203,-4.49571219199993,cuencas mediterraneas andaluzas,rio campanillas,https://www.google.com/search?kgmid=/g/120n2j5y,,https://www.wikidata.org/wiki/Q5830430,malaga,andalucia,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1967
3050006,acena,acena reservoir,40.6125237900001,-4.22148248499997,tajo,rio acena,https://www.google.com/search?kgmid=/g/121_zmv_,https://www.openstreetmap.org/relation/1407214,https://www.wikidata.org/wiki/Q11681441,avila,castilla y leon,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=500
10250001,sant ponc,sant ponc,41.9629241380001,1.60560158600003,cuencas internas cataluna,riu cardener,,,,lleida,cataluna,presa fabrica gravedad (hormigon vibrado),531.5,59.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2911
4060071,horno tejero,horno tejero,39.1524666400001,-6.43288892199996,guadiana,rivera lacara,,,,badajoz,extremadura,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=996
9220095,lanuza,lanuza reservoir,42.750213783,-0.314386454999976,ebro,rio gallego,https://www.google.com/search?kgmid=/g/1229dgd0,,https://www.wikidata.org/wiki/Q3377773,huesca,aragon,presa fabrica boveda,1286.59999999999,79.5999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2509
6290036,limonero,limonero,36.758417373,-4.43246489999996,cuencas mediterraneas andaluzas,rio guadalmedina,,,,malaga,andalucia,presa materiales sueltos pantalla hormigon,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1989
9220042,pena,pena,42.3833827130001,-0.735549655999932,ebro,rio gallego,,,,huesca,aragon,presa fabrica mamposteria,541.0,61.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2458
9500011,val,val reservoir,41.8757919440001,-1.78697264699997,ebro,rio casa o val,,,https://www.wikidata.org/wiki/Q95570755,zaragoza,aragon,presa fabrica gravedad (hormigon compactado),629.149999999999,94.4,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2824
7300001,puentes iv,puentes iv,37.7347336080001,-1.81922575299996,segura,rio guadalentin o sangonera,,,,murcia,region murcia,presa fabrica gravedad (hormigon vibrado),474.0,78.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2037
7300011,puentes iv,puentes iv,37.740643543,-1.82258208899998,segura,rio guadalentin o sangonera,,,,murcia,region murcia,presa materiales sueltos zonificada o nucleo,476.0,14.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2047
4060026,canchales,canchales reservoir,38.964354455,-6.52263624799997,guadiana,rio lacara,https://www.google.com/search?kgmid=/g/11b6x7ykth,https://www.openstreetmap.org/relation/2082226,https://www.wikidata.org/wiki/Q18753075,badajoz,extremadura,presa fabrica gravedad (hormigon compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=953
8030035,beniarres,beniarres,38.8149169910001,-0.356155444999956,jucar,rio serpis,,,,alacant alicante,comunitat valenciana,presa fabrica gravedad (hormigon vibrado),320.649999999999,53.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2191
2490012,castro,castro reservoir,41.57537726,-6.18722467599997,duero,rio duero,,,https://www.wikidata.org/wiki/Q110295650,zamora,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=479
4210017,sotiel,sotiel,37.712180796,-6.80803912999994,tinto  odiel y piedras,rivera olivargas,,,,huelva,andalucia,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1222
1240017,rozas,rozas,42.9069858300001,-6.35038478399997,mino sil,rio sil,,,,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),961.0,71.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=50
3190008,bolarque,bolarque reservoir,40.363245856,-2.81868119299997,tajo,rio tajo,https://www.google.com/search?kgmid=/g/12283wdl,,https://www.wikidata.org/wiki/Q8775290,guadalajara,castilla   mancha,presa fabrica mamposteria,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=744
3190028,palmaces,palmaces reservoir,41.050474754,-2.93994336499998,tajo,rio canamares,https://www.google.com/search?kgmid=/g/121lswsr,,https://www.wikidata.org/wiki/Q5658823,guadalajara,castilla   mancha,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=763
14150023,barrie maza,barrie maza,42.8649691900001,-8.79707815799998,galicia costa,rio tambre,,,,a coruna,galicia,presa fabrica gravedad (hormigon vibrado),249.0,48.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=3102
5230029,quiebrajano,quiebrajano,37.6330053230001,-3.72850877899998,guadalquivir,rio  quiebrajano,,,,jaen,andalucia,presa fabrica boveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1565
9260028,gonzalez lacasa,gonzalez lacasa reservoir,42.1737805980001,-2.67275261299994,ebro,arroyo albercos,https://www.google.com/search?kgmid=/g/120_4jdm,,https://www.wikidata.org/wiki/Q5830377,rioja,rioja,presa mixta,996.5,70.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2688
1330019,tanes,tanes,43.220949729,-5.42776056999998,cantabrico occidental,rio nalon,,,,asturias,principado asturias,presa fabrica gravedad (hormigon vibrado),495.0,95.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=149
5180018,portillo,portillo reservoir,37.8040083020001,-2.78730105799997,guadalquivir,rio  castril,,,https://www.wikidata.org/wiki/Q11966988,granada,andalucia,presa materiales sueltos zonificada o nucleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1521
5230021,viboras,viboras,37.639127269,-4.01175384999993,guadalquivir,rio  viboras,,,,jaen,andalucia,presa fabrica arco gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1557
4060067,valuengo,valuengo,38.301870679,-6.67658085999994,guadiana,rio ardila,,,,badajoz,extremadura,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=992
2240006,villameca,villameca reservoir,42.6484728770001,-6.07216067399997,duero,rio tuerto,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=290
2240013,villameca,villameca reservoir,42.64729808,-6.06777581499995,duero,rio tuerto,https://www.google.com/search?kgmid=/g/120phcs9,https://www.openstreetmap.org/relation/1386726,https://www.wikidata.org/wiki/Q5830589,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=297
2240003,villameca,villameca,42.648767698,-6.05942422599998,duero,,,,,leon,castilla y leon,presa fabrica gravedad (hormigon vibrado),1009.89999999999,6.6,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=287
9090001,sobron,sobron,42.767126621,-3.10021329299997,ebro,rio ebro,,,,araba alava,pais vasco,presa fabrica gravedad (hormigon vibrado),512.799999999999,39.2999999999999,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2400
3100145,guadiloba,guadiloba reservoir,39.487293193,-6.29761917899998,tajo,rio guadioloba,https://www.google.com/search?kgmid=/g/11h18yvys4,,https://www.wikidata.org/wiki/Q63392467,caceres,extremadura,presa fabrica gravedad (hormigon vibrado),360.649999999999,31.75,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=677
9500035,maidevera,reservoir of maidevera,41.5738088460001,-1.76909459999996,ebro,rio aranda,,,https://www.wikidata.org/wiki/Q94988427,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,803.0,21.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2846
9500025,maidevera,reservoir of maidevera,41.5747146200001,-1.76034515199996,ebro,rio aranda,,,https://www.wikidata.org/wiki/Q94988427,zaragoza,aragon,presa materiales sueltos zonificada o nucleo,803.5,53.5,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2837
1270004,vilasouto,vilasouto,42.660979092,-7.42345703199993,mino sil,rio mao,,,,lugo,galicia,presa fabrica gravedad (hormigon vibrado),476.0,59.0,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=64
5410123,agrio,agrio,37.5322020510001,-6.28346466799997,guadalquivir,rio  crispinejo o agrio,,,,sevilla,andalucia,presa materiales sueltos pantalla asfaltica,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1765
